No.,Time,Source,Destination,Protocol,Length,Info,,,Time 1,Time 2,,Delay 
883,26.061594,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,559,"https(443)  >  49334 [PSH, ACK] Seq=45306 Ack=2098 Win=24480 Len=505 [TCP segment of a reassembled PDU]",,,,,,
884,26.061595,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TLSv1.3,1454,"Application Data, Application Data",,,,,,
885,26.061596,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TLSv1.3,1127,Application Data,,,,,,
886,26.061625,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=45811 Win=65792 Len=0,,,,,,
887,26.061671,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49333  >  https(443) [ACK] Seq=2200 Ack=5779 Win=65792 Len=0,,,,,,
888,26.063531,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TLSv1.3,1454,Application Data,,,,,,
889,26.064328,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TLSv1.3,444,Application Data,,,,,,
891,26.064369,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49335  >  https(443) [ACK] Seq=2077 Ack=5096 Win=65792 Len=0,,,,,,
895,26.091192,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,949,https(443)  >  49334 [ACK] Seq=45811 Ack=2098 Win=24480 Len=895 [TCP segment of a reassembled PDU],,,,,,
897,26.096692,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=46706 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
898,26.096739,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=48106 Win=65792 Len=0,,,,,,
899,26.097522,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=48106 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
900,26.097524,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=49506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
901,26.097524,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=50906 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
902,26.097527,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TLSv1.3,1454,Application Data [TCP segment of a reassembled PDU],,,,,,
903,26.097557,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=53706 Win=65792 Len=0,,,,,,
904,26.098361,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=53706 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
905,26.098362,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=55106 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
906,26.098391,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=56506 Win=65792 Len=0,,,,,,
907,26.099139,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=56506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
908,26.099635,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=57906 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
909,26.099636,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=59306 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
910,26.099656,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=60706 Win=65792 Len=0,,,,,,
911,26.101616,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,"https(443)  >  49334 [PSH, ACK] Seq=60706 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU]",,,,,,
912,26.102149,i.ytimg.com,MargaGibran-PC,TLSv1.3,1454,Application Data,,,,,,
913,26.10215,i.ytimg.com,MargaGibran-PC,TLSv1.3,1454,Application Data,,,,,,
914,26.102174,MargaGibran-PC,i.ytimg.com,TCP,54,49332  >  https(443) [ACK] Seq=1236 Ack=11008 Win=65792 Len=0,,,,,,
915,26.111551,i.ytimg.com,MargaGibran-PC,TLSv1.3,1454,Application Data,,,,,,
916,26.112315,i.ytimg.com,MargaGibran-PC,TLSv1.3,1454,Application Data,,,,,,
917,26.112317,i.ytimg.com,MargaGibran-PC,TLSv1.3,130,"Application Data, Application Data",,,,,,
918,26.112317,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=62106 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
919,26.112318,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=63506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
920,26.11236,MargaGibran-PC,i.ytimg.com,TCP,54,49332  >  https(443) [ACK] Seq=1236 Ack=13884 Win=65792 Len=0,,,,,,
921,26.112425,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=64906 Win=65792 Len=0,,,,,,
922,26.112733,MargaGibran-PC,i.ytimg.com,TLSv1.3,93,Application Data,,,,,,
923,26.113843,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=64906 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
924,26.113846,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=66306 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
925,26.113885,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=67706 Win=65792 Len=0,,,,,,
926,26.114049,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,"https(443)  >  49334 [PSH, ACK] Seq=67706 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU]",,,,,,
927,26.115191,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TLSv1.3,1454,Application Data [TCP segment of a reassembled PDU],,,,,,
928,26.115192,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=70506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
929,26.115193,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=71906 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
930,26.115195,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=73306 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
931,26.115195,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,"https(443)  >  49334 [PSH, ACK] Seq=74706 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU]",,,,,,
932,26.115222,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=76106 Win=65792 Len=0,,,,,,
933,26.124415,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=76106 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
934,26.124885,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=77506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
935,26.124887,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=78906 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
936,26.124931,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=80306 Win=65792 Len=0,,,,,,
937,26.131388,MargaGibran-PC,i.ytimg.com,TCP,54,49331  >  https(443) [ACK] Seq=642 Ack=793 Win=64768 Len=0,,,,,,
938,26.140583,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=80306 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
939,26.141438,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=81706 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
940,26.141439,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=83106 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
941,26.141441,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,"https(443)  >  49334 [PSH, ACK] Seq=84506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU]",,,,,,
942,26.141442,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TLSv1.3,1454,Application Data [TCP segment of a reassembled PDU],,,,,,
943,26.14149,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=87306 Win=65792 Len=0,,,,,,
944,26.142519,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=87306 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
945,26.142648,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,"https(443)  >  49334 [PSH, ACK] Seq=88706 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU]",,,,,,
946,26.142671,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=90106 Win=65792 Len=0,,,,,,
947,26.170373,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=90106 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
948,26.171456,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=91506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
949,26.171457,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=92906 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
950,26.171458,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=94306 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
951,26.17146,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=95706 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
952,26.171461,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=97106 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
953,26.171501,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=98506 Win=65792 Len=0,,,,,,
954,26.198756,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,"https(443)  >  49334 [PSH, ACK] Seq=98506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU]",,,,,,
955,26.199445,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=99906 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
960,26.19945,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=101306 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
961,26.19948,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=101306 Win=65792 Len=0,,,,,,
963,26.222912,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TLSv1.3,1454,Application Data [TCP segment of a reassembled PDU],,,,,,
964,26.222959,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=104106 Win=65792 Len=0,,,,,,
965,26.224727,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=104106 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
966,26.224728,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=105506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
967,26.224731,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=106906 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
968,26.224732,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,"https(443)  >  49334 [PSH, ACK] Seq=108306 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU]",,,,,,
969,26.224734,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=109706 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
970,26.224735,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=111106 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
971,26.22474,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=112506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
972,26.224743,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=113906 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
973,26.224746,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,"https(443)  >  49334 [PSH, ACK] Seq=115306 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU]",,,,,,
974,26.225012,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=116706 Win=61440 Len=0,,,,,,
975,26.22541,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=116706 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
976,26.225414,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TLSv1.3,1454,Application Data [TCP segment of a reassembled PDU],,,,,,
977,26.225448,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=119506 Win=58624 Len=0,,,,,,
978,26.225554,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,[TCP Window Update] 49334  >  https(443) [ACK] Seq=2098 Ack=119506 Win=65792 Len=0,,,,,,
979,26.2265,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=119506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
980,26.226502,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,"https(443)  >  49334 [PSH, ACK] Seq=120906 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU]",,,,,,
981,26.226503,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=122306 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
982,26.226503,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=123706 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
983,26.226504,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=125106 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
984,26.226505,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=126506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
985,26.226506,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=127906 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
986,26.226551,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=129306 Win=64256 Len=0,,,,,,
987,26.226698,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,[TCP Window Update] 49334  >  https(443) [ACK] Seq=2098 Ack=129306 Win=65792 Len=0,,,,,,
988,26.226921,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=129306 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
989,26.258429,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=130706 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
990,26.258546,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=132106 Win=65792 Len=0,,,,,,
991,26.25907,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,"https(443)  >  49334 [PSH, ACK] Seq=132106 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU]",,,,,,
992,26.259072,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=133506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
993,26.259073,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TLSv1.3,1454,Application Data [TCP segment of a reassembled PDU],,,,,,
994,26.259093,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=136306 Win=65792 Len=0,,,,,,
995,26.260095,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=136306 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
996,26.261186,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=137706 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
997,26.261186,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,"https(443)  >  49334 [PSH, ACK] Seq=139106 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU]",,,,,,
998,26.261188,i.ytimg.com,MargaGibran-PC,TCP,54,https(443)  >  49332 [ACK] Seq=13884 Ack=1275 Win=23648 Len=0,,,,,,
999,26.261188,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=140506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1000,26.261189,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=141906 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1001,26.26119,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=143306 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1002,26.261218,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=144706 Win=65792 Len=0,,,,,,
1004,26.275589,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=144706 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1005,26.27664,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=146106 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1006,26.276641,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=147506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1007,26.276644,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=148906 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1008,26.276645,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=150306 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1009,26.276646,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TLSv1.3,1454,Application Data [TCP segment of a reassembled PDU],,,,,,
1010,26.276647,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=153106 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1011,26.27669,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=154506 Win=65792 Len=0,,,,,,
1012,26.293961,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,1454,49335  >  https(443) [ACK] Seq=2077 Ack=5096 Win=65792 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1013,26.293971,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TLSv1.3,165,Application Data,,,,,,
1014,26.295448,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=154506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1015,26.297335,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=155906 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1016,26.297409,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=157306 Win=65792 Len=0,,,,,,
1017,26.297878,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=157306 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1018,26.297883,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=158706 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1019,26.297926,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=160106 Win=65792 Len=0,,,,,,
1020,26.302168,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=160106 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1021,26.336109,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,"https(443)  >  49334 [PSH, ACK] Seq=161506 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU]",,,,,,
1022,26.336171,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=162906 Win=65792 Len=0,,,,,,
1023,26.336653,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=162906 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1024,26.336657,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,"https(443)  >  49334 [PSH, ACK] Seq=164306 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU]",,,,,,
1025,26.336691,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=165706 Win=65792 Len=0,,,,,,
